customer_id,signup_date,initial_plan,internet_service,payment_method,acquisition_channel,cac
9504-DSHWM,2022-05-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,134.82
5035-BVCXS,2023-02-01,Month-to-month,Fiber optic,Mailed check,organic,36.37
6267-DCFFZ,2021-07-01,Month-to-month,Fiber optic,Electronic check,organic,17.18
3533-UVMOM,2018-05-01,Two year,DSL,Bank transfer (automatic),organic,38.42
2439-LYPMQ,2020-11-01,Month-to-month,Fiber optic,Electronic check,referral,67.97
4248-QPAVC,2022-08-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,52.52
1899-VXWXM,2020-01-01,One year,Fiber optic,Credit card (automatic),paid_search,162.5
1478-VPOAD,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,119.65
9995-HOTOH,2018-10-01,Two year,DSL,Electronic check,paid_search,154.08
2988-PLAHS,2023-10-01,One year,DSL,Electronic check,organic,41.97
1371-OJCEK,2020-01-01,One year,No,Bank transfer (automatic),paid_search,128.1
4999-IEZLT,2018-07-01,One year,DSL,Credit card (automatic),paid_social,278.86
8883-ANODQ,2018-05-01,Two year,Fiber optic,Credit card (automatic),organic,44.84
4690-LLKUA,2022-08-01,Month-to-month,DSL,Electronic check,organic,43.45
2351-RRBUE,2023-06-01,One year,No,Mailed check,organic,34.47
5980-BDHPY,2018-01-01,Two year,DSL,Bank transfer (automatic),referral,55.61
1498-DQNRX,2021-08-01,Month-to-month,No,Mailed check,organic,26.07
9469-WEJBT,2020-12-01,Month-to-month,Fiber optic,Electronic check,referral,88.25
3331-HQDTW,2021-03-01,Month-to-month,Fiber optic,Mailed check,referral,45.02
9490-DFPMD,2020-07-01,Month-to-month,Fiber optic,Electronic check,paid_search,142.32
2581-VKIRT,2019-02-01,One year,DSL,Mailed check,referral,75.78
5442-XSDCW,2023-02-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,158.89
7426-WEIJX,2019-01-01,Month-to-month,Fiber optic,Electronic check,organic,46.88
2851-MMUTZ,2021-10-01,Month-to-month,DSL,Mailed check,paid_search,122.37
3049-NDXFL,2023-12-01,Month-to-month,Fiber optic,Mailed check,paid_search,211.35
8580-AECUZ,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,143.8
3307-TLCUD,2022-08-01,Month-to-month,DSL,Mailed check,organic,49.25
6625-FLENO,2019-03-01,Two year,No,Mailed check,paid_social,175.13
2967-MXRAV,2023-12-01,One year,No,Mailed check,paid_search,148.56
7963-GQRMY,2023-10-01,Month-to-month,DSL,Mailed check,organic,44.52
8189-HBVRW,2019-08-01,Month-to-month,Fiber optic,Electronic check,referral,50.66
4163-KIUHY,2021-02-01,Month-to-month,No,Electronic check,referral,76.04
1228-FZFRV,2019-11-01,Month-to-month,Fiber optic,Credit card (automatic),referral,46.22
3500-NSDOA,2018-05-01,Two year,DSL,Credit card (automatic),organic,43.14
1171-TYKUR,2020-02-01,Month-to-month,No,Electronic check,organic,42.85
3761-FLYZI,2018-08-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,71.78
2058-DCJBE,2023-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,121.54
5364-XYIRR,2019-10-01,Month-to-month,Fiber optic,Electronic check,referral,54.26
4829-AUOAX,2020-03-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,38.75
1219-NNDDO,2023-04-01,Month-to-month,Fiber optic,Electronic check,referral,48.52
8388-DMKAE,2023-05-01,Two year,No,Mailed check,organic,41.68
4403-BWPAY,2022-11-01,One year,No,Credit card (automatic),organic,39.14
9659-QEQSY,2020-04-01,Month-to-month,Fiber optic,Electronic check,paid_social,123.05
5405-ZMYXQ,2023-05-01,Month-to-month,Fiber optic,Credit card (automatic),organic,42.18
5047-LHVLY,2023-12-01,Month-to-month,DSL,Mailed check,referral,58.59
1442-OKRJE,2018-07-01,One year,Fiber optic,Bank transfer (automatic),referral,67.94
4737-AQCPU,2018-01-01,Two year,DSL,Credit card (automatic),organic,29.88
9158-VCTQB,2020-08-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,275.37
2808-CHTDM,2022-02-01,Two year,No,Mailed check,paid_social,238.06
6311-UEUME,2021-08-01,Month-to-month,Fiber optic,Electronic check,organic,32.93
0793-TWELN,2023-09-01,Month-to-month,Fiber optic,Electronic check,referral,66.87
3283-WCWXT,2023-07-01,Two year,No,Mailed check,referral,84.4
1060-ENTOF,2018-06-01,One year,Fiber optic,Credit card (automatic),organic,44.53
0999-QXNSA,2023-06-01,Month-to-month,DSL,Mailed check,paid_search,141.56
5451-MHQOF,2019-05-01,One year,No,Mailed check,paid_search,133.33
4836-WNFNO,2018-01-01,Two year,No,Credit card (automatic),paid_search,103.63
9225-BZLNZ,2018-01-01,Two year,DSL,Electronic check,paid_search,101.82
0354-VXMJC,2022-02-01,Two year,No,Credit card (automatic),organic,35.75
4422-QVIJA,2021-02-01,Month-to-month,DSL,Mailed check,organic,15.65
9365-SRSZE,2021-10-01,Month-to-month,Fiber optic,Electronic check,referral,73.1
6839-ITVZJ,2021-11-01,Month-to-month,DSL,Electronic check,paid_search,147.16
8332-OSJDW,2023-01-01,One year,No,Mailed check,referral,21.49
4735-BJKOU,2020-09-01,Two year,No,Mailed check,referral,54.86
0274-JKUJR,2023-06-01,Month-to-month,DSL,Mailed check,paid_social,166.55
5740-YHGTW,2018-03-01,Month-to-month,Fiber optic,Credit card (automatic),organic,40.23
8917-SZTTJ,2019-01-01,Two year,No,Credit card (automatic),organic,16.94
1696-MZVAU,2020-10-01,One year,DSL,Credit card (automatic),organic,57.49
7359-WWYJV,2018-01-01,Two year,Fiber optic,Credit card (automatic),paid_social,209.49
0375-HVGXO,2023-12-01,Month-to-month,DSL,Electronic check,organic,45.98
4906-ZHGPK,2019-07-01,One year,DSL,Electronic check,organic,45.52
8593-WHYHV,2023-10-01,Month-to-month,Fiber optic,Electronic check,referral,31.09
3795-GWTRD,2018-10-01,Two year,DSL,Credit card (automatic),paid_search,137.82
1298-PHBTI,2018-02-01,Two year,Fiber optic,Electronic check,organic,32.63
6223-DHJGV,2020-07-01,One year,No,Mailed check,paid_social,245.18
6961-MJKBO,2020-02-01,Two year,No,Bank transfer (automatic),organic,28.17
6097-EQISJ,2018-07-01,One year,Fiber optic,Credit card (automatic),paid_search,74.38
4423-YLHDV,2022-04-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,37.0
8158-WPEZG,2023-02-01,Month-to-month,DSL,Electronic check,paid_social,181.49
0107-YHINA,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,39.24
4918-FYJNT,2019-06-01,Month-to-month,Fiber optic,Electronic check,paid_search,86.48
0727-BNRLG,2018-04-01,Two year,Fiber optic,Credit card (automatic),paid_social,242.95
4854-CIDCF,2023-10-01,Month-to-month,Fiber optic,Electronic check,organic,31.63
8640-SDGKB,2023-09-01,Month-to-month,DSL,Electronic check,organic,40.58
3280-MRDOF,2021-07-01,Two year,DSL,Credit card (automatic),paid_search,132.3
6435-SRWBJ,2023-08-01,Month-to-month,Fiber optic,Electronic check,referral,55.11
9964-WBQDJ,2018-02-01,Two year,No,Credit card (automatic),referral,70.15
6303-KFWSL,2021-08-01,One year,DSL,Electronic check,paid_search,138.29
1702-CCFNJ,2019-09-01,Month-to-month,DSL,Bank transfer (automatic),referral,40.87
8932-CZHRQ,2018-05-01,One year,DSL,Credit card (automatic),referral,43.21
0386-CWRGM,2020-03-01,Two year,No,Mailed check,referral,63.0
5515-RUGKN,2023-05-01,Month-to-month,DSL,Credit card (automatic),referral,56.54
0404-AHASP,2018-01-01,Two year,No,Credit card (automatic),referral,84.5
7279-NMVJC,2022-08-01,One year,No,Bank transfer (automatic),organic,45.67
2081-VEYEH,2023-10-01,Month-to-month,Fiber optic,Electronic check,organic,44.83
6407-UTSLV,2023-11-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,29.06
4116-TZAQJ,2023-04-01,Month-to-month,Fiber optic,Credit card (automatic),organic,18.25
9060-HJJRW,2019-10-01,One year,DSL,Credit card (automatic),paid_search,155.18
2587-YNLES,2023-07-01,Two year,No,Mailed check,organic,39.1
7398-SKNQZ,2023-10-01,Month-to-month,Fiber optic,Electronic check,organic,32.73
5935-FCCNB,2022-08-01,Month-to-month,Fiber optic,Electronic check,referral,65.66
1958-RNRKS,2021-07-01,Month-to-month,DSL,Electronic check,referral,68.8
5136-RGMZO,2021-06-01,Month-to-month,DSL,Electronic check,organic,43.37
8345-MVDYC,2020-04-01,Two year,DSL,Bank transfer (automatic),referral,86.99
8226-BXGES,2018-09-01,One year,Fiber optic,Bank transfer (automatic),referral,53.36
3877-JRJIP,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,109.06
8375-DKEBR,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,297.27
9705-IOVQQ,2018-12-01,One year,Fiber optic,Electronic check,paid_social,271.97
1015-OWJKI,2023-12-01,Month-to-month,No,Mailed check,referral,60.83
7511-YMXVQ,2023-04-01,Month-to-month,DSL,Electronic check,referral,46.02
2040-XBAVJ,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),referral,64.71
7551-JOHTI,2023-12-01,Month-to-month,No,Mailed check,organic,54.85
8887-IPQNC,2023-06-01,Month-to-month,DSL,Mailed check,paid_social,222.59
8646-JCOMS,2018-07-01,One year,Fiber optic,Bank transfer (automatic),organic,54.84
9804-ICWBG,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,41.84
1222-KJNZD,2020-09-01,Month-to-month,No,Bank transfer (automatic),paid_search,154.78
0106-GHRQR,2022-09-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,132.32
5318-IXUZF,2023-11-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,49.74
3768-VHXQO,2018-06-01,Two year,No,Credit card (automatic),paid_social,234.89
8952-WCVCD,2020-08-01,One year,Fiber optic,Bank transfer (automatic),referral,76.32
2418-TPEUN,2019-05-01,Two year,No,Credit card (automatic),paid_search,127.33
3963-RYFNS,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),organic,54.87
3198-VELRD,2023-10-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,190.71
8540-ZQGEA,2019-07-01,Two year,No,Credit card (automatic),organic,39.54
1320-REHCS,2019-09-01,Month-to-month,Fiber optic,Electronic check,referral,81.31
4137-JOPHL,2019-11-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,228.25
9436-ZBZCT,2022-11-01,Month-to-month,Fiber optic,Electronic check,paid_social,212.12
7801-CEDNV,2021-10-01,One year,DSL,Credit card (automatic),paid_social,189.11
2057-BOYKM,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,176.99
3658-QQJYD,2018-11-01,One year,DSL,Credit card (automatic),organic,41.72
1803-BGNBD,2023-01-01,Month-to-month,DSL,Electronic check,organic,47.28
0134-XWXCE,2020-05-01,One year,DSL,Bank transfer (automatic),referral,60.32
6950-TWMYB,2019-07-01,Two year,Fiber optic,Bank transfer (automatic),organic,38.77
5848-FHRFC,2018-05-01,Two year,No,Bank transfer (automatic),paid_social,290.74
2243-FNMMI,2022-05-01,Month-to-month,No,Mailed check,organic,34.33
2511-MORQY,2019-11-01,One year,DSL,Bank transfer (automatic),referral,50.24
5356-KZCKT,2019-03-01,Two year,No,Credit card (automatic),organic,31.94
9470-XCCEM,2021-02-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,39.19
6519-CFDBX,2023-11-01,Month-to-month,DSL,Electronic check,referral,49.41
3902-MIVLE,2018-10-01,Two year,DSL,Mailed check,organic,33.18
0409-WTMPL,2019-03-01,One year,Fiber optic,Credit card (automatic),paid_social,226.65
8763-KIAFH,2021-10-01,One year,No,Mailed check,paid_search,136.46
3669-WHAFY,2018-02-01,Two year,Fiber optic,Credit card (automatic),referral,40.02
3055-VTCGS,2018-10-01,One year,DSL,Credit card (automatic),paid_social,188.13
3144-KMTWZ,2018-02-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,164.63
7279-BUYWN,2020-08-01,Month-to-month,Fiber optic,Electronic check,referral,62.69
7156-MHUGY,2022-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,209.01
7198-GLXTC,2023-11-01,Month-to-month,Fiber optic,Electronic check,paid_social,275.33
2007-QVGAW,2018-05-01,Two year,No,Bank transfer (automatic),paid_search,153.93
5207-PLSTK,2023-12-01,Month-to-month,DSL,Mailed check,referral,81.2
2307-FYNNL,2018-08-01,Two year,Fiber optic,Electronic check,paid_social,279.96
5605-XNWEN,2018-01-01,Two year,No,Bank transfer (automatic),paid_social,202.29
2155-AMQRX,2021-09-01,Month-to-month,DSL,Credit card (automatic),referral,25.42
6181-AXXYF,2018-01-01,Two year,No,Credit card (automatic),organic,46.78
5091-HFAZW,2023-11-01,Month-to-month,Fiber optic,Electronic check,paid_social,230.44
0516-VRYBW,2022-07-01,One year,No,Bank transfer (automatic),paid_search,162.22
2519-LBNQL,2019-01-01,One year,Fiber optic,Electronic check,organic,35.96
8623-ULFNQ,2021-11-01,Month-to-month,DSL,Electronic check,paid_search,122.81
8380-PEFPE,2023-12-01,Month-to-month,Fiber optic,Electronic check,referral,28.34
5687-DKDTV,2023-09-01,Month-to-month,No,Mailed check,paid_social,254.6
1568-LJSZU,2018-05-01,Two year,DSL,Credit card (automatic),referral,81.85
7530-HDYDS,2020-11-01,Month-to-month,Fiber optic,Credit card (automatic),organic,53.16
7789-HKSBS,2020-07-01,One year,Fiber optic,Bank transfer (automatic),organic,50.75
7416-CKTEP,2019-04-01,Two year,No,Bank transfer (automatic),referral,36.81
2586-CWXVV,2019-07-01,Month-to-month,DSL,Electronic check,paid_social,211.6
3096-IZETN,2023-01-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,27.31
2348-KCJLT,2020-05-01,One year,DSL,Mailed check,referral,65.84
8401-EMUWF,2020-07-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,182.79
4193-IBKSW,2018-01-01,Two year,No,Bank transfer (automatic),organic,49.51
5377-NDTOU,2018-02-01,Two year,DSL,Mailed check,organic,35.32
5922-ABDVO,2022-06-01,Month-to-month,Fiber optic,Mailed check,paid_social,189.75
2474-LCNUE,2022-02-01,Month-to-month,DSL,Credit card (automatic),organic,52.29
0839-QNXME,2021-07-01,Two year,No,Credit card (automatic),paid_social,224.0
3506-OVLKD,2021-02-01,One year,No,Bank transfer (automatic),paid_social,196.79
9172-ANCRX,2023-03-01,Month-to-month,Fiber optic,Electronic check,organic,44.1
6650-VJONK,2023-12-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,132.9
2178-PMGCJ,2022-03-01,Month-to-month,Fiber optic,Mailed check,paid_search,110.94
7492-TAFJD,2023-06-01,Two year,DSL,Mailed check,paid_search,126.17
2773-MADBQ,2021-01-01,Two year,DSL,Mailed check,referral,42.06
6016-LVTJQ,2021-03-01,Month-to-month,No,Mailed check,referral,72.61
7860-KSUGX,2018-01-01,Two year,DSL,Credit card (automatic),organic,38.76
8966-KZXXA,2021-01-01,Two year,No,Credit card (automatic),organic,45.63
6910-HADCM,2023-12-01,Month-to-month,Fiber optic,Electronic check,organic,33.89
4816-LXZYW,2022-02-01,Month-to-month,Fiber optic,Electronic check,paid_social,178.6
9606-PBKBQ,2021-05-01,Month-to-month,Fiber optic,Electronic check,paid_social,215.42
5149-QYTTU,2018-02-01,One year,Fiber optic,Credit card (automatic),referral,72.62
2070-XYMFH,2022-02-01,Month-to-month,Fiber optic,Mailed check,paid_search,130.09
2085-BOJKI,2022-08-01,One year,Fiber optic,Bank transfer (automatic),referral,63.44
0817-HSUSE,2023-12-01,Month-to-month,DSL,Electronic check,organic,42.36
5442-PPTJY,2023-01-01,Two year,No,Mailed check,referral,73.27
1927-QEWMY,2018-01-01,Two year,No,Credit card (automatic),paid_social,255.99
1663-MHLHE,2023-12-01,Month-to-month,No,Mailed check,referral,61.68
5663-QBGIS,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,128.36
4450-MDZFX,2019-01-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_social,247.33
6701-DHKWQ,2018-12-01,Two year,DSL,Credit card (automatic),organic,42.9
7554-AKDQF,2023-07-01,Month-to-month,DSL,Mailed check,paid_social,215.66
3536-IQCTX,2021-05-01,Month-to-month,Fiber optic,Electronic check,organic,37.83
4911-BANWH,2021-06-01,Month-to-month,Fiber optic,Credit card (automatic),paid_search,157.83
8496-EJAUI,2022-06-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,289.89
0794-YVSGE,2018-01-01,Two year,No,Bank transfer (automatic),paid_social,196.29
5423-BHIXO,2021-05-01,Month-to-month,DSL,Electronic check,paid_social,220.97
6908-VVYHM,2018-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,150.63
2959-EEXWB,2020-04-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,176.14
1839-UMACK,2020-07-01,One year,No,Electronic check,organic,42.93
3030-YDNRM,2023-05-01,Month-to-month,Fiber optic,Electronic check,referral,69.37
7321-KKSDU,2021-05-01,Two year,No,Mailed check,organic,29.71
3402-XRIUO,2022-03-01,Month-to-month,DSL,Mailed check,organic,44.57
3132-TVFDZ,2019-04-01,Month-to-month,DSL,Electronic check,referral,88.24
8286-AFUYI,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,158.98
8080-DDEMJ,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,143.21
8356-WUAOJ,2023-12-01,Month-to-month,DSL,Electronic check,organic,27.7
6365-MTGZX,2022-01-01,Month-to-month,Fiber optic,Electronic check,paid_social,250.6
1349-WXNGG,2023-12-01,Month-to-month,No,Bank transfer (automatic),organic,45.2
8058-DMYRU,2019-07-01,Month-to-month,Fiber optic,Electronic check,organic,43.77
9350-ZXYJC,2023-09-01,Two year,No,Credit card (automatic),paid_social,219.22
6990-YNRIO,2018-08-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,165.12
8958-JPTRR,2019-05-01,One year,No,Electronic check,paid_search,166.81
6959-GQEGV,2020-04-01,Month-to-month,DSL,Electronic check,referral,77.38
3173-WSSUE,2018-02-01,Two year,No,Credit card (automatic),referral,51.09
1265-HVPZB,2019-02-01,One year,DSL,Credit card (automatic),paid_social,194.79
4115-UMJFQ,2018-04-01,One year,DSL,Bank transfer (automatic),referral,48.92
7369-TRPFD,2022-06-01,One year,No,Mailed check,paid_social,285.95
1098-KFQEC,2019-06-01,Two year,No,Credit card (automatic),paid_search,142.84
7190-XHTWJ,2020-11-01,One year,No,Mailed check,referral,57.38
0621-TWIEM,2023-03-01,Month-to-month,DSL,Electronic check,paid_social,248.63
3537-RYBHH,2020-02-01,Month-to-month,DSL,Credit card (automatic),referral,57.53
2485-ITVKB,2023-11-01,Month-to-month,DSL,Electronic check,paid_search,164.14
3669-OYSJI,2023-12-01,Month-to-month,DSL,Credit card (automatic),paid_search,152.57
1612-EOHDH,2023-12-01,Month-to-month,DSL,Electronic check,referral,62.04
6702-OHFWR,2023-12-01,Month-to-month,DSL,Electronic check,referral,51.92
5296-BFCYD,2020-03-01,Two year,No,Mailed check,paid_search,158.38
4510-PYUSH,2020-11-01,Month-to-month,DSL,Credit card (automatic),referral,70.75
9359-JANWS,2018-08-01,Two year,DSL,Credit card (automatic),organic,46.03
7517-SAWMO,2022-06-01,Month-to-month,Fiber optic,Electronic check,paid_social,227.37
4143-HHPMK,2019-09-01,Month-to-month,Fiber optic,Electronic check,paid_social,253.54
3279-DYZQM,2018-02-01,Two year,No,Mailed check,organic,33.97
7054-LGEQW,2023-12-01,Month-to-month,DSL,Mailed check,paid_social,168.0
0523-VNGTF,2019-09-01,Month-to-month,DSL,Electronic check,referral,61.55
9575-IWCAZ,2023-07-01,One year,No,Mailed check,organic,68.22
7105-MXJLL,2021-11-01,One year,DSL,Mailed check,paid_social,194.75
7064-FRRSW,2020-01-01,One year,Fiber optic,Electronic check,referral,66.41
7940-UQQUG,2018-09-01,One year,Fiber optic,Bank transfer (automatic),paid_search,138.33
0923-PNFUB,2023-10-01,Month-to-month,Fiber optic,Electronic check,paid_social,177.41
3961-SXAXY,2023-12-01,Month-to-month,DSL,Bank transfer (automatic),referral,61.1
7010-BRBUU,2018-01-01,Two year,No,Credit card (automatic),organic,37.15
3566-HJGPK,2023-12-01,Month-to-month,DSL,Mailed check,paid_social,194.72
3062-ICYZQ,2019-10-01,Month-to-month,Fiber optic,Electronic check,paid_search,109.03
9938-PRCVK,2020-08-01,Two year,No,Bank transfer (automatic),paid_social,210.17
0973-KYVNF,2018-01-01,Two year,DSL,Credit card (automatic),organic,40.76
5129-HHMZC,2020-06-01,Two year,DSL,Credit card (automatic),paid_search,103.88
9637-CDTKZ,2018-01-01,Two year,Fiber optic,Credit card (automatic),paid_social,241.84
